dataset,dataset_type,variable,variable_label,package,fn,fn_url,resource1_text,resource1_url
ADTR,BDS,ANL02FL,Derive flag assessments up to first disease progression,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,ANL03FL,"Derive flag that includes all sum of diameters where all lesions were assessed (where ANL01FL == ""Y"") until the patient has disease progression",admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,RANDDT,Derive randomization date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,POSTRNDFL,Derive post-randomization flag,admiral,derive_var_relative_flag,https://pharmaverse.github.io/admiral/reference/derive_var_relative_flag.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTR,BDS,ASEQ,Derive sequential number for observations within each by group,admiral,derive_var_obs_number,https://pharmaverse.github.io/admiral/reference/derive_var_obs_number.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtr.R
ADTTE,BDS,OS,"Add a time-to-event parameter, i.e. overall survival, to the input dataset",admiral,derive_param_tte,https://pharmaverse.github.io/admiral/reference/derive_param_tte.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtte.R
ADTTE,BDS,PFS,"Add a time-to-event parameter, i.e. progression free survival, to the input dataset",admiral,derive_param_tte,https://pharmaverse.github.io/admiral/reference/derive_param_tte.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtte.R
ADTTE,BDS,RSD,"Add a time-to-event parameter, i.e.duration of response, to the input dataset",admiral,derive_param_tte,https://pharmaverse.github.io/admiral/reference/derive_param_tte.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtte.R
ADTTE,BDS,AVAL,Derive time-to-event,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiralonco/blob/main/inst/templates/ad_adtte.R
ADVFQ,ADSL,ADT,Derive analysis date,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,ADY,Derive analysis relative day,admiral,derive_vars_dy,https://pharmaverse.github.io/admiral/reference/derive_vars_dy.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,PARAMCD,Derive a list of parameter codes,admiral,derive_vars_merged_lookup,https://pharmaverse.github.io/admiral/reference/derive_vars_merged_lookup.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,"PARAMCD=""QR01""",Derive recoded item 01,admiral,derive_summary_records,https://pharmaverse.github.io/admiral/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,"PARAMCD=""QR02""",Derive recoded item 02,admiral,derive_summary_records,https://pharmaverse.github.io/admiral/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,"PARAMCD=""QR03""",Derive recoded item 03,admiral,derive_summary_records,https://pharmaverse.github.io/admiral/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,"PARAMCD=""QR04""",Derive recoded item 04,admiral,derive_summary_records,https://pharmaverse.github.io/admiral/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,"PARAMCD=""QSG01""",Derive general score 01,admiral,derive_summary_records,https://pharmaverse.github.io/admiral/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,"PARAMCD=""QSG02""",Derive general score 02,admiral,derive_summary_records,https://pharmaverse.github.io/admiral/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,"PARAMCD=""QBCSCORE""",Derive composite score,admiral,derive_summary_records,https://pharmaverse.github.io/admiral/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,ONTRTFL,Derive on-treatment flag,admiral,derive_var_ontrtfl,https://pharmaverse.github.io/admiral/reference/derive_var_ontrtfl.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,ABLFL,Derive analysis baseline flag,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,BASE,Calculate BASE,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,BASEC,Calculate BASEC,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,CHG,Derive change from baseline,admiral,derive_var_chg,https://pharmaverse.github.io/admiral/reference/derive_var_chg.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,PCHG,Derive percent change from baseline,admiral,derive_var_pchg,https://pharmaverse.github.io/admiral/reference/derive_var_pchg.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,ANL01FL,Derive flag last result within a visit and timepoint for baseline and post-baseline records,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,ASEQ,Derive sequential number for observations within each by group,admiral,derive_var_obs_number,https://pharmaverse.github.io/admiral/reference/derive_var_obs_number.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,TRT01A,Derive actual treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVFQ,ADSL,TRT01P,Derive actual treatment for period 2,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiralophtha/blob/main/inst/templates/ad_advfq.R
ADVS,BDS,TRTSDT,Derive treatment start date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,TRTEDT,Derive treatment end date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,TRT01A,Derive actual treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,TRT01P,Derive planned treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ADT,Derive analysis date,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ADY,Derive analysis relative day,admiral,derive_vars_dy,https://pharmaverse.github.io/admiral/reference/derive_vars_dy.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,PARAMCD,Derive a list of parameter codes,admiral,derive_vars_merged_lookup,https://pharmaverse.github.io/admiral/reference/derive_vars_merged_lookup.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"PARAMCD=""BSA""",Derive body surface area,admiral,derive_param_bsa,https://pharmaverse.github.io/admiral/reference/derive_param_bsa.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"PARAMCD=""MAP""",Derive mean arterial pressure,admiral,derive_param_map,https://pharmaverse.github.io/admiral/reference/derive_param_map.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"PARAMCD=""BMI""",Derive body mass index (kg/m^2),admiral,derive_param_bmi,https://pharmaverse.github.io/admiral/reference/derive_param_bmi.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"DTYPE=""AVERAGE""",Derive a new record as a summary record (e.g. mean of the triplicates at each time point),admiral,derive_summary_records,https://pharmaverse.github.io/admiral/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ONTRTFL,Derive on-treatment flag,admiral,derive_var_ontrtfl,https://pharmaverse.github.io/admiral/reference/derive_var_ontrtfl.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ANRLO,Derive analysis normal range lower limit,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ANRHI,Derive analysis normal range upper limit,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,A1LO,Derive analysis range 1 lower limit,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,A1HI,Derive analysis range 1 upper limit,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ANRIND,Derive reference range indicator,admiral,derive_var_anrind,https://pharmaverse.github.io/admiral/reference/derive_var_anrind.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,BASETYPE,Derive base types which is baseline that characterizes the value of BASE on that row,admiral,derive_basetype_records,https://pharmaverse.github.io/admiral/reference/derive_basetype_records.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ABLFL,Derive analysis baseline flag,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,BASE,Calculate BASE,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,BASEC,Calculate BASEC,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,BNRIND,Calculate BNRIND,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,CHG,Derive change from baseline,admiral,derive_var_chg,https://pharmaverse.github.io/admiral/reference/derive_var_chg.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,PCHG,Derive percent change from baseline,admiral,derive_var_pchg,https://pharmaverse.github.io/admiral/reference/derive_var_pchg.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ANL01FL,Flag last result within an analysis visit and analysis timepoint for post-baseline records,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ASEQ,Derive sequential number for observations within each by group,admiral,derive_var_obs_number,https://pharmaverse.github.io/admiral/reference/derive_var_obs_number.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,"DTYPE=""LOV""",Derive LOV value,admiral,derive_extreme_records,https://pharmaverse.github.io/admiral/reference/derive_extreme_records.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
